SMILES,ID,pH
O=N(=O)C1=CN=C(S1)N=C2NCCO2,R586,7.4
NC(=O)NN=CC1=CC=C(O1)N(=O)=O,R587,7.4
OC1=CC=CC=C1,R588,6.8
OC1=CC=CC=C1,R589,7.4
OC1=CC=CC=C1,R590,5.6
OC1=CC=CC=C1,R591,3
OC1=CC=CC=C1,R592,2
OC1=CC=CC=C1,R593,2
OC1=CC=CC=C1,R594,2
OC1=CC=CC=C1,R595,7.4
OC1=CC=CC=C1,R596,7
OC1=CC=CC=C1,R597,1
OC1=CC(O)=CC=C1,R598,2
OC1=CC(O)=CC=C1,R599,2.1
OC1=CC=CC=C1O,R600,5.6
OC1=CC=CC=C1O,R601,2
OC1=CC=C(O)C=C1,R602,5.6
OC1=CC=C(O)C=C1,R603,7.4
OC1=CC(O)=CC(O)=C1,R604,1.4
CC1=C(O)C(=O)C=CO1,R605,7.3
CC1=C(O)C(=O)C=CO1,R606,7.4
OCC1=CC(=O)C(O)=CO1,R607,7.3
OCC(O)C1OC(=O)C(=O)C1=O,R608,7.2
OCC(O)C1OC(=O)C(=O)C1=O,R609,7.2
COP(=O)(OC)C(C)(O)P(=O)(OC)OC,R610,5
SC1=CC=CC=C1,R611,2
NNC1=CC=C(Br)C=C1,R612,13
CON1C(=O)NC(C)=C(Br)C1=O,R613,7.3
OCC(F)(F)CN1C=CN=C1N(=O)=O,R614,7.4
OCC(F)(F)CN1C=NC(=C1)N(=O)=O,R615,7.4
NC1=CC=CC=C1,R616,5.6
NC1=CC=CC=C1,R617,7.4
NC1=CC=CC=C1,R618,7.4
NC1=CC=CC=C1,R619,7.5
NC1=CC=CC=C1,R620,13
NC1=CC=CC=C1,R621,3
NC1=CC=CC=C1O,R622,7.4
NC1=CC=C(O)C=C1,R623,7.4
NC1=CC=CC(O)=C1,R624,5.6
CC1=CC=CC(=O)N1,R625,7.4
CN1C=CC=C(O)C1=O,R626,7.3
CN1C=CC(=O)C(O)=C1,R627,7.4
OC(=O)CN1C=CC=C1,R628,7
CC1=C(O)C(=O)C=CN1,R629,7.4
CC1=C(O)C(=O)C=CN1,R630,7.4
CC1=CNC=C(O)C1=O,R631,7.4
CC1=CC(=O)C(O)=CN1,R632,7.4
NS(=O)(=O)C1=CC=CC=C1,R633,2
NS(=O)(=O)C1=CC=CC=C1,R634,4.5
NC(C(O)=O)C1=CC=CS1,R635,7.2
COC1=CC(=O)N(O)C=C1,R636,7.3
NS(=O)(=O)C1=CC=C(O)C=C1,R637,5.6
S(=O)(=O)(N)C1=CC=C(O)C=C1,R638,1.5
COCC1=CC=C(O1)N(=O)=O,R639,7.4
NC1=CC=CC=C1S,R640,2
NC1=CC=C(S)C=C1,R641,2
NC(=O)C1=C(N)N=CC=C1,R642,7
NC(=O)C1=CC=C(N)N=C1,R643,7
NNC(=O)C1=CC=NC=C1,R644,7.4
NNC(=O)C1=CC=NC=C1,R645,7.4
NNC(=O)C1=CC=NC=C1,R646,5.8
NNC1=CC=C(C=C1)N(=O)=O,R647,13
CN1C(C=C)=CN=C1N(=O)=O,R648,7.4
CC(=O)CN1C=CN=C1N(=O)=O,R649,7.4
COC(=O)NC1=NC(=O)NC=C1,R650,7.4
S(=O)(=O)(NC(=O)N)C=1C=CC=NC1,R651,3.5
COC(=O)CN1C=CN=C1N(=O)=O,R652,7.4
COC(=O)C1=CN=C(N1C)N(=O)=O,R653,7.4
CC1=NC=C(N1CC(O)=O)N(=O)=O,R654,7.4
CN1C=NC2=C(N)N=CN=C12,R655,7.4
S1C(NC=2NCCN2)=NC=C1N(=O)=O,R656,7.4
OP(O)(=O)C1=CC=CC=C1,R657,3
OP(O)(=O)C1=CC=CC=C1,R658,3
CC1=C(CCCl)SC=N1,R659,7.4
CC1=NC=C(N1CCCl)N(=O)=O,R660,6
OC(CCl)CN1C=CN=C1N(=O)=O,R661,7.4
NC1=C(N=C(Cl)C(NCCO)=N1)N(=O)=O,R662,7
NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N,R663,7.4
OC(CF)CN1C=CN=C1N(=O)=O,R664,7.4
OC(CF)CN1C=CN=C1N(=O)=O,R665,7.4
OC(CF)CN1C=CN=C1N(=O)=O,R666,7.4
OC(CF)CN1C=CN=C1N(=O)=O,R667,7.4
OC(CF)CN1C=CN=C1N(=O)=O,R668,7.4
OCC(F)CN1C=CN=C1N(=O)=O,R669,7.4
OCC(F)CN1C=NC(=C1)N(=O)=O,R670,7.4
OC(CF)CN1C=NC(=C1)N(=O)=O,R671,7.4
NC1=CC=C(N)C=C1,R672,7.4
NNC1=CC=CC=C1,R673,8.9
NCC1=CC=CN=C1,R674,11
CNC1=CC=CC=N1,R675,6.5
CC1=CC=NC(N)=C1,R676,7
CC1=CN=CC=C1N,R677,7.4
COC1=CN=CC=C1N,R678,7.4
CC1(C)C(=O)NC(=S)NC1=O,R679,1
S(=O)(=O)(N)C=1C=C(N)C=CC1,R680,5.5
NNS(=O)(=O)C1=CC=CC=C1,R681,3.5
NC1=CC=C(C=C1)S(N)(=O)=O,R682,5.4
NC1=CC=C(C=C1)S(N)(=O)=O,R683,5
NC1=CC=C(C=C1)S(N)(=O)=O,R684,6
NC1=CC=C(C=C1)S(N)(=O)=O,R685,3.3
NC1=CC=C(C=C1)S(N)(=O)=O,R686,7.5
NC1=CC=C(C=C1)S(N)(=O)=O,R687,7.4
NC1=CC=C(C=C1)S(N)(=O)=O,R688,5.5
NC1=CC=C(C=C1)S(N)(=O)=O,R689,7.4
NC1=CC=C(C=C1)S(N)(=O)=O,R690,5.5
CCC1C(=O)NC(=O)NC1=O,R691,0.7
CC1(C)C(=O)NC(=O)NC1=O,R692,3
NS(=O)(=O)C1=CC(=CC=C1)S(N)(=O)=O,R693,1.5
NS(=O)(=O)C1=CC=C(C=C1)S(N)(=O)=O,R694,1.5
O=N(=O)OC1COC2C(COC12)ON(=O)=O,R695,7.4
NNC(=O)C1=CC=NC(N)=C1,R696,7.4
CN1C(C=N(C)=O)=CN=C1N(=O)=O,R697,7.4
CNC(=O)C1=NNC(C)=C1N(=O)=O,R698,1
CN1C(COC(N)=O)=NC=C1N(=O)=O,R699,9
CN(O)C(=O)CN1C=CN=C1N(=O)=O,R700,7.4
CONC(=O)CN1C=CN=C1N(=O)=O,R701,7.4
CC1=NC=C(N1CCN=N#N)N(=O)=O,R702,6
CN1C(C=NNC(N)=S)=NC=C1N(=O)=O,R703,7.4
C/C=C/C=C/C(O)=O,R704,2
OCC(O)C1OC(=O)C(O)=C1O,R705,7.2
OCC(O)C1OC(=O)C(O)=C1O,R706,7.2
OCC(O)C1OC(=O)C(O)=C1O,R707,3
OCC(O)C1OC(=O)C(O)=C1O,R708,7.4
CC(=O)N1CCCC1=O,R709,5
NS(=O)(=O)C1=CC=C(SCCO)S1,R710,7.4
NS(=O)(=O)C1=CC=C(S1)S(=O)(=O)CCO,R711,7.4
OC1COC2C(COC12)ON(=O)=O,R712,7.4
CNC1=CN=CC=C1N,R713,7.4
NC(CC1=CNC=N1)C(O)=O,R714,7
NC(CC1=CNC=N1)C(O)=O,R715,1
NC(CC1=CNC=N1)C(O)=O,R716,3.4
NC(CC1=CNC=N1)C(O)=O,R717,5.3
NC(CC1=CNC=N1)C(O)=O,R718,7.1
NC(CC1=CNC=N1)C(O)=O,R719,9.6
NC(CC1=CNC=N1)C(O)=O,R720,12.4
NC(CC1=CNC=N1)C(O)=O,R721,7.1
CCC1=NC=C(N1C)N(=O)=O,R722,7.4
CCC1=NC(C)=C(N1)N(=O)=O,R723,7.4
CC1=CN=C(N1CCO)N(=O)=O,R724,7.4
O(CC)C(=O)CNC(=O)C=N#N,R725,7.4
CC1=NC=C(N1CCO)N(=O)=O,R726,7.4
CC1=NC=C(N1CCO)N(=O)=O,R727,7.4
CC1=NC=C(N1CCO)N(=O)=O,R728,6
CC1=NC=C(N1CCO)N(=O)=O,R729,9
CC1=NC=C(N1CCO)N(=O)=O,R730,7.4
CC1=NC=C(N1CCO)N(=O)=O,R731,7.4
COCCN1C=CN=C1N(=O)=O,R732,7.4
CN1C(=CN=C1N(=O)=O)C(O)CO,R733,7.4
OCC(O)CN1C=CN=C1N(=O)=O,R734,7.4
OCC(O)CN1C=CN=C1N(=O)=O,R735,7.4
CS(=O)(=O)CCN1C=CN=C1N(=O)=O,R736,7.4
NNC(=O)C1=CC(NN)=NC=C1,R737,5.8
OCCNC(CN1C=NC(N(=O)=O)=N1)=O,R738,7.4
CC(NC(=O)N(CCCl)N=O)C(O)=O,R739,7.4
CC(NC(=O)N(CCCl)N=O)C(O)=O,R740,7.4
NC(=O)CN1CCCC1=O,R741,7.4
O=N=1C(CCC1)(C)C(=O)N,R742,7.4
CN1CN(CC(O)=O)CSC1=S,R743,7.4
CC(=O)NC(CC(O)=O)C(N)=O,R744,7.1
CC(C)C1=NN=C(S)N(N)C1=O,R745,7
CCC1=NN=C(SC)N(N)C1=O,R746,7
CCNC(=O)CNC(=O)C=N#N,R747,7.4
OCCNC(=O)CNC(=O)C=N#N,R748,7.4
COCC(O)CN1C=C(N=N1)N(=O)=O,R749,7.4
COCC(O)CN1N=CC(=N1)N(=O)=O,R750,7.4
COCC(O)CN1C=NC(=N1)N(=O)=O,R751,7.4
NC1=NC(NC2CC2)=NC(N)=N1,R752,7
O=C(N)C=1NC=NC1/N=N/N(C)C,R753,4
O=C(N)C=1NC=NC1/N=N/N(C)C,R754,9
O1C2C(C2)CCC1,R755,7.4
OC(=O)C1CCCC1,R756,2
CCCC=CC(O)=O,R757,2
CCOC(=O)CC(C)=O,R758,7.4
OC1OC(C(O)C(O)C1O)C(O)=O,R759,1
OCC1OC(O)C(F)C(O)C1O,R760,7.4
C=CCNCC=C,R761,13
O=N=1C(CCC1)(C)C,R762,7.4
CC1(C)CCC=N1=O,R763,7.5
OC(=O)C1CCCNC1,R764,7
NC(CCC(O)=O)C=C,R765,7
COC(=O)C(C)NC(C)=O,R766,2.2
CC(=O)NC(CC(N)=O)C(N)=O,R767,7.1
NCCCC(N)(C(F)F)C(O)=O,R768,6
CCN(CC)CC(F)(F)F,R769,13
CCCN(C)CC(F)(F)F,R770,13
O=C(NC)C(NC(=O)C)C,R771,2.1
CC(=O)NC(C)(C)C(N)=O,R772,7
CC(O)C(NC(C)=O)C(N)=O,R773,7.1
CN(C)NC(=O)CCC(O)=O,R774,7
CCCCCC=O,R775,7
CCCCOC(C)=O,R776,7.4
CCCC(C)C(O)=O,R777,7.4
CCCCCC(O)=O,R778,5.6
CCCCCC(O)=O,R779,0.5
CC1OC(C)OC(C)O1,R780,7.5
O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO,R781,7.5
O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO,R782,7
O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO,R783,7.4
O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO,R784,7
CCCNCC=C,R785,13
CN1CCCCC1,R786,7.4
CN1CCCCC1,R787,11
NC1CCCCC1,R788,13
CCCCCOC(N)=O,R789,7.4
CC(C)CC(N)C(O)=O,R790,7.1
CC(C)CC(N)C(O)=O,R791,7.4
CCC(C)C(N)C(O)=O,R792,7.1
CC(C)(C)COC(N)=O,R793,7.4
OCC1NCC(O)C(O)C1O,R794,7.4
CCN(CC)CCF,R795,7.4
CN1CCCNCC1,R796,13
CN1CCN(C)CC1,R797,13
NCCN1CCCC1,R798,13
NCCCCC(N)C(O)=O,R799,7
NCCCCC(N)C(O)=O,R800,7.1
NCCCCC(N)C(O)=O,R801,7.4
NC(CCCNC(N)=N)C(O)=O,R802,7
NC(CCCNC(N)=N)C(O)=O,R803,7.1
NC(CCCNC(N)=N)C(O)=O,R804,7.4
CCCCCCO,R805,7
OCC(O)C(O)C(O)C(O)CO,R806,7.2
OCC(O)C(O)C(O)C(O)CO,R807,7.2
OCC(O)C(O)C(O)C(O)CO,R808,7.4
OCC(O)C(O)C(O)C(O)CO,R809,7.4
CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O,R810,4.4
CCCNCCC,R811,13
CCCNCCC,R812,9.4
CCN(CC)CC,R813,13
CCN(CC)CC,R814,9.4
CCN(CC)CC,R815,13
CCCCCCN,R816,7
CCCCCCN,R817,13
CCCCCCN,R818,9.4
CCCCCCN,R819,12
CCCCCCN,R820,13
CC(C)NC(C)C,R821,13
CC(C)(C)NCCO,R822,13
OCCN(CCO)CCO,R823,9
CCCCNC(=N)NC(N)=N,R824,7.3
CCCCNC(=N)NC(N)=N,R825,6
CCCCNC(=N)NC(N)=N,R826,7.2
CCNCCNCC,R827,13
CCN(CC)CCN,R828,13
NCCCCCCN,R829,7.5
CN(C)CCNCCN,R830,13
NCCCNCCCN,R831,7.5
NCCNCCNCCN,R832,7.5
ClC1=NC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2N1,R833,7
FC(F)(F)C1=NC2=NC=C(Cl)C(Cl)=C2N1,R834,7.3
OC1=C(Br)C=C(C=C1Br)C#N,R835,7
OC1=C(Br)C=C(C=C1Br)C#N,R836,7
FC(F)(F)C1=NC2=NC=C(Cl)C=C2N1,R837,7.3
OC(=O)C1=CC(=C(Cl)C(=C1)N(=O)=O)N(=O)=O,R838,1
OC1=C(I)C=C(C=C1I)C#N,R839,6.5
OC1=C(I)C=C(C=C1I)C#N,R840,5.5
OC(=O)C1=C(I)C(I)=CC(I)=C1,R841,2
OC(=O)C1=CC(Br)=CC=C1Cl,R842,0
OC(=O)C1=CC=C(Br)C=C1F,R843,0
OC(=O)C1=CC(Br)=CC=C1F,R844,0
OC(=O)C1=CC(Br)=C(F)C=C1,R845,0
OC(=O)C1=CC(F)=CC=C1Br,R846,0
OC(=O)C1=CC=C(Cl)C=C1F,R847,0
OC(=O)C1=CC(F)=CC=C1Cl,R848,0
OC(=O)C1=CC=C(F)C=C1Cl,R849,0
OC(=O)C1=CC(Cl)=CC=C1F,R850,0
OC(=O)C1=CC=CC(F)=C1Cl,R851,0
OC(=O)C1=CC(Cl)=CC=C1N(=O)=O,R852,1
OC(=O)C1=CC(=CC=C1Cl)N(=O)=O,R853,1
OC(=O)C1=CC(=CC=C1Cl)N(=O)=O,R854,2
OC(=O)C1=CC=C(Cl)C=C1N(=O)=O,R855,1
OC(=O)C1=CC=C(C=C1Cl)N(=O)=O,R856,1
OC(=O)C1=CC=C(C=C1Cl)N(=O)=O,R857,2
OC(=O)C1=CC=C(Cl)C(=C1)N(=O)=O,R858,2
ClC1=CN(=O)=C2NC(=O)C(=O)NC2=C1,R859,7.4
FC(F)(F)S(=O)(=O)NC1=CC=C(Cl)C=C1Cl,R860,1
OC(=O)C1=CC=C(Cl)C(Cl)=C1,R861,1
OC(=O)C1=CC=C(Cl)C(Cl)=C1,R862,1
OC(=O)C1=CC=C(Cl)C(Cl)=C1,R863,2
OC(=O)C1=CC(Cl)=CC(Cl)=C1,R864,1
OC(=O)C1=CC(Cl)=CC(Cl)=C1,R865,2
OC(=O)C1=C(Cl)C=CC=C1Cl,R866,2
OC(=O)C1=C(Cl)C=CC=C1Cl,R867,1
OC(=O)C1=C(Cl)C=CC(Cl)=C1,R868,2
OC(=O)C1=CC=C(Cl)C=C1Cl,R869,2
NC1=NN=NN1C2=CC(Cl)=C(Cl)C=C2Cl,R870,1
NC1=NN=NN1C2=CC(Cl)=C(Cl)C=C2Cl,R871,7.4
COC1=C(O)C(Cl)=C(Cl)C(Cl)=C1Cl,R872,2
COC1=C(O)C(Cl)=C(Cl)C(Cl)=C1Cl,R873,2
OC(=O)C1=CC=CC(F)=C1F,R874,2
FC(F)(F)C1=CC=CC(=C1)N(=O)=O,R875,7
OC1=C(NC=CC1=O)C(=O)C(F)(F)F,R876,7.4
OC1=CC=C(C=C1N(=O)=O)C(F)(F)F,R877,1.5
FC(F)(F)C1=NC2=CN=CC=C2N1,R878,7.3
FC(F)(F)C1=NC2=NC=CC=C2N1,R879,7.3
FC1=CC=C(NS(=O)(=O)C(F)(F)F)C(F)=C1,R880,1
O=N(=O)C1=CC=C2ON=CC2=C1,R881,5
OC(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,R882,1
OC(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,R883,7.4
OC(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,R884,11
OC(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,R885,2
OC(=O)C1=CC(=CC(=C1O)N(=O)=O)N(=O)=O,R886,1
OC(=O)C1=CC(=CC(=C1O)N(=O)=O)N(=O)=O,R887,2
O=C1NC2=CC(=CN=C2NC1=O)N(=O)=O,R888,7.4
FC(F)(F)S(=O)(=O)NC1=CC(Br)=CC=C1,R889,1
BrC1=CC=CC=C1C2=NN=NN2,R890,1
OC(=O)C1=CC(Br)=CC=C1,R891,1
OC(=O)C1=CC(Br)=CC=C1,R892,2
OC(=O)C1=CC(Br)=CC=C1,R893,11
OC(=O)C1=CC(Br)=CC=C1,R894,7.4
OC(=O)C1=CC(Br)=CC=C1,R895,2
OC(=O)C1=CC=C(Br)C=C1,R896,1
OC(=O)C1=CC=C(Br)C=C1,R897,2
OC(=O)C1=CC=C(Br)C=C1,R898,11
OC(=O)C1=CC=C(Br)C=C1,R899,7.4
OC(=O)C1=CC=C(Br)C=C1,R900,2
OC(=O)C1=CC=CC=C1Br,R901,2
CC1=CC(=O)C=C(Br)C1=O,R902,2
OC(=O)C1=CC(Br)=CC=C1O,R903,2
OC(=O)C1=CC(Br)=CC=C1O,R904,2
OC(=O)C1=CC(O)=C(Br)C(O)=C1,R905,2
FC(F)(F)S(=O)(=O)NC1=CC(Cl)=CC=C1,R906,1
FC(F)(F)S(=O)(=O)NC1=CC=C(Cl)C=C1,R907,1
ClC1=CC=C2C(=C1)N=CNS2(=O)=O,R908,7.4
CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2,R909,7.4
ClC1=CC=2SC(S(=O)(=O)N)=NC2C=C1,R910,7.2
NC1=N(=O)C2=CC=C(Cl)C=C2N(=O)=N1,R911,7.4
NC1=N(=O)C2=CC(Cl)=CC=C2N(=O)=N1,R912,7.4
ClC1=CC=C(C=O)C=C1,R913,7
OC(=O)C1=CC=C(Cl)C=C1,R914,1
OC(=O)C1=CC=C(Cl)C=C1,R915,2
OC(=O)C1=CC=CC=C1Cl,R916,2
OC(=O)C1=CC=CC=C1Cl,R917,7
OC(=O)C1=CC=CC=C1Cl,R918,6
OC(=O)C1=CC=CC=C1Cl,R919,5
OC(=O)C1=CC=CC=C1Cl,R920,4
OC(=O)C1=CC=CC=C1Cl,R921,3
OC(=O)C1=CC=CC=C1Cl,R922,2
OC(=O)C1=CC=CC=C1Cl,R923,1
OC(=O)C1=CC(Cl)=CC=C1,R924,7
OC(=O)C1=CC(Cl)=CC=C1,R925,1
OC(=O)C1=CC(Cl)=CC=C1,R926,2
OC(=O)C1=CC=C(O)C(Cl)=C1,R927,1
NC1=C(Cl)C=C(Cl)C=C1C(O)=O,R928,1
NC1=NN=NN1C2=CC(Cl)=C(Cl)C=C2,R929,7.4
NC1=NN=NN1C2=CC=C(Cl)C=C2Cl,R930,7.4
NC1=NN=NN1C2=CC(Cl)=CC=C2Cl,R931,7.4
NC1=NN=NN1C2=C(Cl)C=CC=C2Cl,R932,7.4
COC1=C(O)C=C(Cl)C(Cl)=C1Cl,R933,1
COC1=CC(Cl)=C(Cl)C(Cl)=C1O,R934,2
OC(=O)C1=CC(F)=CC=C1,R935,1
OC(=O)C1=CC(F)=CC=C1,R936,2
OC(=O)C1=CC(F)=CC=C1,R937,7.4
OC(=O)C1=CC(F)=CC=C1,R938,11
OC(=O)C1=CC=C(F)C=C1,R939,1
OC(=O)C1=CC=C(F)C=C1,R940,2
OC(=O)C1=CC=C(F)C=C1,R941,2
OC(=O)C1=CC=CC=C1F,R942,2
FC(F)(F)S(=O)(=O)NC1=CC=C(I)C=C1,R943,1
NS(=O)(=O)C1=CC=C(C(=C1)C(F)(F)F)N(=O)=O,R944,2
FC1=CC=C(NS(=O)(=O)C(F)(F)F)C=C1,R945,1
FC1=CC(NS(=O)(=O)C(F)(F)F)=CC=C1,R946,1
OC(=O)C1=CC=C(I)C=C1,R947,1
OC(=O)C1=CC=C(I)C=C1,R948,0
OC(=O)C1=CC=C(I)C=C1,R949,1
OC(=O)C1=CC=C(I)C=C1,R950,2
OC(=O)C1=CC(I)=CC=C1,R951,1
OC(=O)C1=CC(I)=CC=C1,R952,0
OC(=O)C1=CC(I)=CC=C1,R953,1
OC(=O)C1=CC(I)=CC=C1,R954,2
OC(=O)C1=CC(I)=CC=C1,R955,7.4
OC(=O)C1=CC=CC=C1I,R956,1
OC(=O)C1=CC=CC=C1I,R957,0
OC(=O)C1=CC=CC=C1I,R958,2
OC(=O)C1=CC(I)=CC=C1O,R959,1
O1C=C2C=CC=CC2=N1,R960,7.4
O1C=NC2=CC=CC=C12,R961,7.4
OC1=CC=C(N=O)C=CC1=O,R962,6.8
O=CC1=CC=C(C=C1)N(=O)=O,R963,7
O=CC1=CC(=CC=C1)N(=O)=O,R964,7
O=C1NS(=O)(=O)C2=CC=CC=C12,R965,5.3
O=C1NS(=O)(=O)C2=CC=CC=C12,R966,7.4
OC1=CC=C(C=O)C=C1N(=O)=O,R967,1.5
OC(=O)C1=CC=CC=C1N(=O)=O,R968,2
OC(=O)C1=CC=CC=C1N(=O)=O,R969,7.4
OC(=O)C1=CC=CC=C1N(=O)=O,R970,11
OC(=O)C1=CC=C(C=C1)N(=O)=O,R971,1
OC(=O)C1=CC=C(C=C1)N(=O)=O,R972,2
OC(=O)C1=CC=C(C=C1)N(=O)=O,R973,7.4
OC(=O)C1=CC=C(C=C1)N(=O)=O,R974,11
OC(=O)C1=CC(=CC=C1)N(=O)=O,R975,1
OC(=O)C1=CC(=CC=C1)N(=O)=O,R976,2
OC(=O)C1=CC(=CC=C1)N(=O)=O,R977,11
OC(=O)C1=CC(=CC=C1)N(=O)=O,R978,7.4
OC(=O)C1=CC(=CC=C1)N(=O)=O,R979,2
OC(=O)C1=CC(=CC=C1)N(=O)=O,R980,6
OC(=O)C1=CC(=CC=C1)N(=O)=O,R981,7
OC(=O)C1=CC(=CC=C1)N(=O)=O,R982,5
OC(=O)C1=CC(=CC=C1)N(=O)=O,R983,4
OC(=O)C1=CC(=CC=C1)N(=O)=O,R984,3
OC(=O)C1=CC(=CC=C1)N(=O)=O,R985,1
OC(=O)C1=CC=C(C(O)=C1)N(=O)=O,R986,1
OC(=O)C1=CC=C(O)C(=C1)N(=O)=O,R987,1
OC(=O)C1=CC(=CC=C1O)N(=O)=O,R988,1
S1C=NC2=CC=CC=C12,R989,7.4
SC1=NC2=CC=CC=C2S1,R990,7.4
OC(=O)C1=CC=C(N=N#N)C=C1,R991,2
O=N1=CN=N(=O)C2=CC=CC=C12,R992,7.4
ON=CC1=NC(=NO1)C2=CC=CS2,R993,7.6
ON=CC1=NC(=NO1)C2=CC=CS2,R994,7.6
S(=O)(=O)(N)C=1SC2=C(N1)C=CC(N(=O)=O)=C2,R995,7.7
S(=O)(=O)(N)C=1SC2=C(N1)C=CC(OCC)=C2,R996,7.7
NS(=O)(=O)C1=C(Br)C=C2N=CNS(=O)(=O)C2=C1,R997,6.5
NS(=O)(=O)C1=C(Br)C=C2N=CNS(=O)(=O)C2=C1,R998,6.5
NC1=NN=NN1C2=CC=C(Br)C=C2,R999,7.4
FC1=CN(C(=O)OCCCl)C(=O)NC1=O,R1000,4
FC(F)S(=O)(=O)NC1=CC=C(Cl)C=C1,R1001,1
NC1=CC=C(Cl)C=C1C(O)=O,R1002,1
CC1=C(Cl)C=C(C(O)=C1)N(=O)=O,R1003,1.5
NS(=O)(=O)C1=C(Cl)C=C2N=CNS(=O)(=O)C2=C1,R1004,6.5
NS(=O)(=O)C1=C(Cl)C=C2N=CNS(=O)(=O)C2=C1,R1005,6.5
NS(=O)(=O)C1=C(Cl)C=C2N=CNS(=O)(=O)C2=C1,R1006,5
NS(=O)(=O)C1=C(Cl)C=C2N=CNS(=O)(=O)C2=C1,R1007,7.4
NS(=O)(=O)C1=C(Cl)C=C2N=CNS(=O)(=O)C2=C1,R1008,7.4
NS(=O)(=O)C1=C(Cl)C=C2N=CNS(=O)(=O)C2=C1,R1009,7.4
NC1=NN=NN1C2=CC(Cl)=CC=C2,R1010,7.4
NC1=NN=NN1C2=CC=C(Cl)C=C2,R1011,7.4
NC1=NN=NN1C2=CC=CC=C2Cl,R1012,7.4
COC1=CC(Cl)=C(Cl)C=C1O,R1013,1
NC(=N)NC1=CC(Cl)=C(Cl)C(Cl)=C1,R1014,7.4
FC1=CC=C(NC=O)C=C1,R1015,7
NS(=O)(=O)C1=C(F)C=C2N=CNS(=O)(=O)C2=C1,R1016,6.5
NS(=O)(=O)C1=C(F)C=C2N=CNS(=O)(=O)C2=C1,R1017,6.5
NC1=NN=NC1C2=CC(F)=CC=C2,R1018,7.4
NC1=NN=NN1C2=CC=C(F)C=C2,R1019,7.4
NC1=CC(=CC=C1)C(F)(F)F,R1020,7.4
NC1=CC=C(C=C1)C(F)(F)F,R1021,7.4
CN1C=CC(=O)C(O)=C1C(F)(F)F,R1022,7.4
FC(F)(F)S(=O)(=O)NC1=CC=CC=C1,R1023,1
OC(C1=C(O)C(=O)C=CN1)C(F)(F)F,R1024,7.4
OC1=CC=CC(NS(=O)(=O)C(F)(F)F)=C1,R1025,1
NC1=CC=C(I)C=C1C(O)=O,R1026,1
N1C=NC2=CC=CC=C12,R1027,7.4
N1C=NC2=CC=CC=C12,R1028,7.4
N1N=CC2=CC=CC=C12,R1029,7.4
N1C=2N=CC=CC2C=C1,R1030,7
NC1=NC2=CC=CC=C2O1,R1031,2
CC1=CC=C(C#N)C(=O)N1,R1032,7.4
S(=O)(=O)(N)C=1C=C(C=CC1)C#N,R1033,1.5
NS(=O)(=O)C1=CC=C(C=C1)C#N,R1034,2
NS(=O)(=O)C1=CC=C(C=C1)C#N,R1035,1.5
S1(=O)(=O)N=CNC=2C1=CC=CC2,R1036,7.4
NS(=O)(=O)C1=NC2=CC=CC=C2S1,R1037,7.2
NC(=O)C1=CC=C(C=C1)N(=O)=O,R1038,5.6
O=CNC1=CC(=CC=C1)N(=O)=O,R1039,7
S(=O)(=O)(N)C=1SC2=C(N1)C=CC(O)=C2,R1040,7.2
NC1=CC(=CC=C1C(O)=O)N(=O)=O,R1041,1
CC1=CC(=CC(=C1O)N(=O)=O)N(=O)=O,R1042,1.5
CC1=CC(=CC(=C1O)N(=O)=O)N(=O)=O,R1043,1
CC1=CC(=C(O)C(=C1)N(=O)=O)N(=O)=O,R1044,12
S=C1NC2=CC=CC=C2N1,R1045,5.8
N1N=NN=C1C2=CC=CC=C2,R1046,1
O=N=1C=2C(N(=O)=NC1N)=CC=CC2,R1047,7.4
NS(=O)(=O)C1=C(C=C2N=CNS(=O)(=O)C2=C1)N(=O)=O,R1048,6.5
NS(=O)(=O)C1=C(C=C2N=CNS(=O)(=O)C2=C1)N(=O)=O,R1049,6.5
NC1=NN=NN1C2=CC(=CC=C2)N(=O)=O,R1050,7.4
NC1=NN=NN1C2=CC=C(C=C2)N(=O)=O,R1051,7.4
O=CC1=CC=CC=C1,R1052,5.6
O=CC1=CC=CC=C1,R1053,7
OC1=CC=CC=CC1=O,R1054,6.8
OC1=CC=CC=CC1=O,R1055,5
OC1=CC=CC=CC1=O,R1056,7.3
OC(=O)C1=CC=CC=C1,R1057,0.5
OC(=O)C1=CC=CC=C1,R1058,1
OC(=O)C1=CC=CC=C1,R1059,1
OC(=O)C1=CC=CC=C1,R1060,1
OC(=O)C1=CC=CC=C1,R1061,2
OC(=O)C1=CC=CC=C1,R1062,7.4
